step,loss,loss/mean,loss/std,lr,momentum
1,0.6984527707099915,0.6984527707099915,0.03398851362194503,1.6907784461977777e-05,0.9482959081729243
2,0.5855492353439331,0.5855492353439331,0.04084337495550422,3.129660523228269e-05,0.9432997898499018
3,0.5096480250358582,0.5096480250358582,0.039596545728247355,5.418566743587761e-05,0.935352198806987
4,0.4591720700263977,0.4591720700263977,0.03942827791396262,8.401476851953963e-05,0.9249948720418265
5,0.4086429178714752,0.4086429178714752,0.041134696271033284,0.00011875064738864154,0.912933802990055
6,0.3733700215816498,0.3733700215816498,0.0397882257374085,0.00015602557895169842,0.8999911184195492
7,0.344679594039917,0.344679594039917,0.035397851421590736,0.00019329876695945382,0.8870490392501896
8,0.32305824756622314,0.32305824756622314,0.03272367623101021,0.00022802953400978518,0.8749897451354912
9,0.3071039319038391,0.3071039319038391,0.029679753209436537,0.000257850503451551,0.8646352418571003
step,loss,loss/mean,loss/std,lr,momentum
1,0.6832075119018555,0.6832075119018555,0.015513375209791725,1.6907784461977777e-05,0.9482959081729243
2,0.5652567148208618,0.5652567148208618,0.051565608784030055,3.129660523228269e-05,0.9432997898499018
3,0.46736329793930054,0.46736329793930054,0.03815547504251589,5.418566743587761e-05,0.935352198806987
4,0.4209061563014984,0.4209061563014984,0.03932686819328659,8.401476851953963e-05,0.9249948720418265
5,0.3867481052875519,0.3867481052875519,0.04152333396151735,0.00011875064738864154,0.912933802990055
6,0.35984399914741516,0.35984399914741516,0.040037812625571996,0.00015602557895169842,0.8999911184195492
7,0.33578968048095703,0.33578968048095703,0.03588347755271809,0.00019329876695945382,0.8870490392501896
8,0.31867268681526184,0.31867268681526184,0.0328077774523995,0.00022802953400978518,0.8749897451354912
9,0.30387961864471436,0.30387961864471436,0.029468690632496113,0.000257850503451551,0.8646352418571003
10,0.29372766613960266,0.29372766613960266,0.02856062837009801,0.0002807289684727039,0.8566913303914222
11,0.28716903924942017,0.28716903924942017,0.026481192193886983,0.0002951054488629006,0.8516994969226039
12,0.281497597694397,0.281497597694397,0.026964386531510922,0.000299999998261766,0.8500000005794136
13,0.27478229999542236,0.27478229999542236,0.025120432057682246,0.0002990542767448491,0.8503152423460196
14,0.2716343402862549,0.2716343402862549,0.024743385270073533,0.00029623411875990803,0.8512552987678924
15,0.267019659280777,0.267019659280777,0.022081781547667087,0.00029157498942989724,0.8528083480900932
16,0.2670809328556061,0.2670809328556061,0.0227123610876082,0.0002851354800094314,0.8549548598162955
17,0.26207926869392395,0.26207926869392395,0.020880396238724303,0.0002769965710657632,0.8576678403161069
18,0.2612166106700897,0.2612166106700897,0.021143382329638447,0.0002672606141011643,0.8609131722856344
19,0.260331928730011,0.260331928730011,0.020680504466160467,0.00025605004442339835,0.8646500437923756
20,0.25723913311958313,0.25723913311958313,0.020171193689178215,0.0002435058414506873,0.8688314615089503
21,0.2569258511066437,0.2569258511066437,0.019104492450300797,0.00022978575581372897,0.873404841681457
22,0.25498849153518677,0.25498849153518677,0.01942728345953577,0.0002150623255499874,0.8783126714006898
23,0.25402989983558655,0.25402989983558655,0.018568614262423143,0.00019952070633776222,0.88349323186034
24,0.25365960597991943,0.25365960597991943,0.01830399684049521,0.00018335634305610473,0.8888813745067964
25,0.2508017122745514,0.2508017122745514,0.017529711199959698,0.00016677251195206379,0.8944093403200066
26,0.2503710091114044,0.2503710091114044,0.017529886895034288,0.00014997776432393572,0.900007611922469
27,0.2495894879102707,0.2495894879102707,0.01713313192568001,0.00013318330386768372,0.90560578780059
28,0.24921433627605438,0.24921433627605438,0.0165020259039473,0.00011660033066791807,0.9111334676445645
29,0.24728690087795258,0.24728690087795258,0.016015034157676692,0.00010043738523429101,0.9165211376731203
