step,loss,loss/mean,loss/std,lr,momentum
1,0.5953406691551208,0.5953406691551208,0.0823583041613858,1.418834078352173e-05,0.949240159450166
2,0.42788630723953247,0.42788630723953247,0.03162632773021003,2.0686851531520004e-05,0.9469837321071111
3,0.3698824942111969,0.3698824942111969,0.028487749135894587,3.129801896480035e-05,0.9432992989705554
4,0.3274417221546173,0.3274417221546173,0.02586619074662492,4.569933127148736e-05,0.9382988433085113
5,0.2996121048927307,0.2996121048927307,0.027356008644438757,6.345308040912339e-05,0.9321343470801654
6,0.27252939343452454,0.27252939343452454,0.023887148748765106,8.401966563745418e-05,0.9249931716536617
7,0.2468826323747635,0.2468826323747635,0.018654228113914765,0.00010677399393935571,0.9170923632155015
8,0.23303131759166718,0.23303131759166718,0.014058356294016567,0.00013102447886170713,0.9086720559507961
9,0.22697672247886658,0.22697672247886658,0.011581485887826372,0.000156034060332623,0.899988173495617
10,0.2219782918691635,0.2219782918691635,0.010538309311189795,0.0001810426065866641,0.8913046504907416
11,0.22102366387844086,0.22102366387844086,0.010519863342349283,0.00020529001732238182,0.8828854106519507
12,0.21858260035514832,0.21858260035514832,0.009559181458380762,0.000228039325903557,0.8749863451723761
13,0.21805177628993988,0.21805177628993988,0.009292926277006543,0.0002485990984445631,0.8678475352623044
14,0.21631090342998505,0.21631090342998505,0.009390577898125406,0.0002663444489905196,0.8616859552116252
15,0.21561039984226227,0.21561039984226227,0.008360749877187991,0.00028073603206479273,0.8566888777552802
16,0.21467195451259613,0.21467195451259613,0.007913934600832279,0.0002913364353315373,0.8530081821765495
17,0.21400760114192963,0.21400760114192963,0.007564264029813045,0.0002978234741408866,0.8507557381455254
18,0.21287502348423004,0.21287502348423004,0.007140370515622274,0.00029999999691817514,0.850000001027279
19,0.21389992535114288,0.21389992535114288,0.007963494696666166,0.000299578295915215,0.850140568590536
20,0.2128269225358963,0.2128269225358963,0.007373359346072387,0.00029832009576235354,0.8505599703190967
21,0.21179912984371185,0.21179912984371185,0.006502703340075006,0.0002962324328252188,0.85125586074837
22,0.2114725261926651,0.2114725261926651,0.006450267869956929,0.00029332698216178994,0.852224348176796
23,0.2110876739025116,0.2110876739025116,0.006846186063990543,0.00028961999223073694,0.8534600164298201
24,0.2105971723794937,0.2105971723794937,0.006256450885130084,0.00028513219402344906,0.8549559551493375
25,0.21093466877937317,0.21093466877937317,0.006515520421313887,0.00027988868512792103,0.8567037984392201
26,0.2111024409532547,0.2111024409532547,0.0063135994472446185,0.0002739187893728615,0.8586937716507994
27,0.2102741003036499,0.2102741003036499,0.005963521162352673,0.00026725589283694705,0.8609147460466685
28,0.20939798653125763,0.20939798653125763,0.005640474904269404,0.00025993725714032814,0.8633543010370948
